,avg_forest,avg_monkey
0,0.7831807567618381,685.3
1,0.7577357215472568,684.9
2,0.7609209415415694,684.3
3,0.7571619522920223,684.1
4,0.7515326237938853,683.3
5,0.7683908109980351,682.6
6,0.7588969497628403,682.0
7,0.7433022634766894,681.5
8,0.7565000305405231,681.0
9,0.764050999193935,680.1
10,0.748140047554512,679.7
11,0.7453727131559009,679.2
12,0.7593953777202718,678.7
13,0.7459243380529171,678.5
14,0.7198522148295607,677.7
15,0.7237442020285898,677.5
16,0.7509015296675978,676.6
17,0.8047554994438126,676.2
18,0.8326579029621481,675.1
19,0.8297649153928006,674.2
20,0.8809911852756873,673.5
21,0.8941281089626235,673.1
22,0.9128783228319092,672.6
23,0.9251583491953077,672.1
24,0.9096017572324655,671.5
25,0.9080142947081612,670.7
26,0.8472420124415109,670.2
27,0.7707884767479818,669.7
28,0.7245373181109984,669.1
29,0.721790162410421,668.4
30,0.7087724753666984,667.6
31,0.6824938390764144,666.7
32,0.6696208255372573,666.1
33,0.6543567144230045,665.8
34,0.6203609797596678,664.8
35,0.5871920318234596,664.2
36,0.5919359859126808,663.6
37,0.6069569155118776,663.0
38,0.6029361427408968,662.5
39,0.6153243792502077,661.5
40,0.6243005737466574,661.0
41,0.6316215626623962,660.4
42,0.6544505751663279,660.1
43,0.640798973214568,659.5
44,0.6641690564227707,659.2
45,0.6478656971567325,658.9
46,0.7462595302135202,658.2
47,0.8130982214576052,657.8
48,0.8578506826333436,657.6
49,0.9065861391939098,669.3
50,0.9117931790496275,669.4
51,0.9072298892548737,669.4
52,0.9233794961810217,669.4
53,0.930088854045614,668.4
54,0.9174646542937677,667.8
55,0.9221492059420555,667.3
56,0.8151181170090626,666.9
57,0.7856710190037404,666.5
58,0.7126716425761049,666.3
59,0.7047279156403269,665.9
60,0.6884907903307637,665.7
61,0.6646232460129065,664.5
62,0.6391320549980926,664.4
63,0.6290925280082862,663.5
64,0.6164344773115795,663.2
65,0.6019883804048168,662.5
66,0.6185340807447155,662.2
67,0.6082738245405196,661.3
68,0.640954644138898,661.0
69,0.6288366371851088,660.4
70,0.6564512875288326,659.8
71,0.6620735032417867,659.3
72,0.657798715813602,658.8
73,0.6748006384103189,658.5
74,0.6530956252516783,657.8
75,0.6414842250439005,657.1
76,0.6514865560419704,656.5
77,0.6493563023676365,656.2
78,0.6565216740871943,656.1
79,0.6709021049365742,655.7
80,0.6668683097347149,655.4
81,0.6730707425953568,654.7
82,0.6885950695229359,654.2
83,0.6898022510917832,654.1
84,0.6754273734636099,653.3
85,0.7020839146139131,652.7
86,0.6856505920427612,652.4
87,0.6914806609846836,651.8
88,0.7016448341799233,651.4
89,0.772221258966612,651.1
90,0.833364991543293,650.5
91,0.8752753803180406,650.3
92,0.8837376001308043,649.6
93,0.9076519912700751,649.3
94,0.9134852259494494,649.0
95,0.9166126457445619,648.6
96,0.9270857084054607,648.4
97,0.9163805099533248,647.7
98,0.9209612016475383,647.4
99,0.8690304523974508,646.9
100,0.797025556349944,646.4
101,0.7011321243236955,645.9
102,0.6901930986187887,645.3
103,0.6816756667215625,644.8
104,0.6624283036467207,644.2
105,0.6369972574308622,643.5
106,0.6174432766897393,643.0
107,0.6235864392274437,642.4
108,0.6125823115129085,641.9
109,0.6047678934832834,641.7
110,0.609228481698625,641.4
111,0.5993756024043454,641.2
112,0.588821095023393,640.9
113,0.5852022038464828,640.6
114,0.5931578397645347,639.9
115,0.6165934120882326,639.2
116,0.6212050987321105,638.8
117,0.6247166285286195,638.4
118,0.6209808438126828,637.5
119,0.7173862337580021,636.9
120,0.8203432282872788,636.5
121,0.8640533277585589,636.2
122,0.8939730524975961,687.6
123,0.9238174678397714,687.5
124,0.9290671283565125,687.8
125,0.9206662429738015,687.6
126,0.9249628446625028,687.8
127,0.9193636124597395,687.4
128,0.9175278065340718,686.6
129,0.8276969330199153,685.7
130,0.7809836041966519,685.3
131,0.7494953969312653,684.8
132,0.7281825525400174,683.8
133,0.6955896889011257,683.0
134,0.6898197238516526,682.1
135,0.6539926115438598,681.4
136,0.6276656541381256,680.8
137,0.6358940528118946,680.3
138,0.6122396494805121,679.7
139,0.6425326450197502,679.2
140,0.6411728226925503,678.8
141,0.6411426826161063,677.3
142,0.6463614734325909,676.8
143,0.6495541757029287,676.2
144,0.6398180363805631,675.1
145,0.6518490581467911,674.3
146,0.6733353593656688,673.7
147,0.6674434175611801,672.8
148,0.6763364690821227,672.2
149,0.6977384774508532,671.5
150,0.6861923728550856,670.9
151,0.6695161941951453,670.5
152,0.6778034213294064,669.9
153,0.6794998146007233,669.2
154,0.6712655603827834,668.4
155,0.6844277611099485,667.6
156,0.6843774083045585,667.2
157,0.6897023708810565,666.8
158,0.7034371617391466,665.8
159,0.7182848573988687,665.6
160,0.6952487540109871,664.8
161,0.6865752853167888,663.6
162,0.775067058247539,662.6
163,0.8344164279315398,661.8
164,0.8782496330339509,661.1
165,0.8805301344866081,660.6
166,0.9233778417750764,660.1
167,0.9102697639883518,659.8
168,0.9141728518300128,659.5
169,0.9349823452613848,658.9
170,0.9234596655018177,657.8
171,0.9136318418530245,657.1
172,0.8638286851761228,656.2
173,0.7612254941655199,655.7
174,0.7417579342788947,654.9
175,0.7197898328483144,654.0
176,0.7086844711304561,653.0
177,0.7060214490788262,652.9
178,0.627849310864675,652.1
179,0.6122630933663386,650.8
180,0.6326712653134242,650.1
181,0.6160056407421906,649.6
182,0.6403855141968757,648.9
183,0.6437215081698003,648.3
184,0.6207162885440134,647.9
185,0.6355045129155482,647.1
186,0.6256598868976899,646.5
187,0.614983081171483,645.8
188,0.6442785577388737,645.2
189,0.6560761788701612,644.5
190,0.6319084680112683,643.8
191,0.6466882321268004,643.3
192,0.741600233404099,642.7
193,0.8226125202256938,642.1
194,0.8727669823823163,641.8
195,0.8765537165304801,710.4
196,0.9058901144135033,710.9
197,0.9193845055922182,711.0
198,0.9318222940311003,711.7
199,0.9214543827685752,712.3
200,0.9200871057809987,711.6
201,0.9223349109209178,710.7
202,0.8505551897227462,710.2
203,0.7879821976054754,708.9
204,0.7634510368136694,707.8
205,0.6891054755027726,707.2
206,0.6494810958204792,706.6
207,0.6635119965531373,705.4
208,0.6585719524374642,704.6
209,0.6130395868447887,704.3
210,0.5793479992914183,703.8
211,0.5810188810243389,702.6
212,0.6120821247711343,701.5
213,0.5941144699465728,700.8
214,0.6187974605050355,700.3
215,0.6323264507616762,699.4
216,0.6022643141589301,698.8
217,0.6306615257391883,698.0
218,0.6327297522867935,697.3
219,0.6484006763220391,696.2
220,0.6391361956878049,695.6
221,0.6450694135219464,694.8
222,0.6673910205481317,693.9
223,0.6641513366566862,693.4
224,0.6589330202277682,692.1
225,0.6698591931845086,691.4
226,0.6806622673891738,690.7
227,0.7190852925217983,689.9
228,0.7076643324548767,688.9
229,0.6954733648429949,688.7
230,0.6807173260350571,688.0
231,0.697210828087824,687.3
232,0.6864347678249094,686.3
233,0.6926202045960352,685.9
234,0.6945639227188853,685.2
235,0.7373065724396711,684.6
236,0.7997157959369517,683.5
237,0.8586175241280936,682.9
238,0.8981601991685603,682.0
239,0.8960184295922786,681.1
240,0.9067218268986308,680.1
241,0.9194038876742487,679.6
242,0.9302938909991949,679.2
243,0.9120310726354528,678.0
244,0.9144792402877482,677.6
245,0.8470821922690522,677.3
246,0.7774916792424077,676.7
247,0.7360117747387346,676.3
248,0.7045693901168704,675.2
249,0.6834679331373282,674.7
250,0.6611559330484434,673.8
251,0.6675104909441364,673.4
252,0.6617223885910358,672.7
253,0.6447868006922219,672.0
254,0.6160750214623708,671.3
255,0.6280704528549883,670.5
256,0.6385803871495993,669.6
257,0.6490397654974732,668.2
258,0.6617889060923086,667.0
259,0.6403094116235183,666.4
260,0.6647161690598644,665.6
261,0.6674489413496633,664.6
262,0.6651517388600853,664.0
263,0.685822625427194,663.6
264,0.6785759644514237,663.4
265,0.7487731078933113,662.6
266,0.8212670266498948,661.9
267,0.8673725519263824,661.1
268,0.9064186419867287,708.5
269,0.9131126245190545,708.7
270,0.9136987490767711,709.0
271,0.9148870993101319,709.1
272,0.9166349876311951,708.8
273,0.8978290354663546,707.8
274,0.8903411611395929,707.2
275,0.8539737080353316,706.0
276,0.7962536509180821,705.3
277,0.7506556316124008,704.6
278,0.721638858063928,703.9
279,0.6537070782554781,702.7
280,0.6552018296339277,701.6
281,0.6564500859421301,700.9
282,0.6449267342830441,700.3
283,0.6006213129865001,699.6
284,0.5948206390116786,698.9
285,0.6204472642404041,698.3
286,0.6092502645337111,698.0
287,0.6148662137030275,697.4
288,0.6122240574259507,697.1
289,0.603606797947805,696.7
290,0.6110636194967424,696.0
291,0.632259829726491,695.5
292,0.6487076690153237,694.4
293,0.6438023080279343,693.9
294,0.650165709157265,693.1
295,0.6517092112298519,692.2
296,0.6249329139955042,691.4
297,0.6491340188234935,690.5
298,0.6404987735959445,689.1
299,0.6548963522792134,688.5
300,0.6566397551679944,688.3
301,0.6516025436652958,687.5
302,0.6754285584997921,686.8
303,0.671966683778551,686.2
304,0.6899838190692441,685.4
305,0.6804994058921092,684.8
306,0.6774178928967455,684.4
307,0.6603321818409676,683.7
308,0.7272909586149621,682.9
309,0.8006969934822058,682.2
310,0.8658056269860193,681.6
311,0.8788394069662558,680.8
312,0.8841140831380778,680.0
313,0.9175362231696015,679.2
314,0.9224766848016233,678.5
315,0.9163154743263167,677.8
316,0.9086142125757639,677.4
317,0.9021945998836692,677.0
318,0.8615613490647895,676.3
319,0.7952736350997918,675.7
320,0.7556366936295348,675.0
321,0.7159248581320341,674.3
322,0.6943345586064188,673.9
323,0.6778669377954232,673.4
324,0.6797015181920968,672.8
325,0.6346043151558747,672.3
326,0.6149825131013522,671.4
327,0.5747539640183066,670.8
328,0.5919547497144435,669.6
329,0.6109676806494819,669.0
330,0.6240933288798449,668.2
331,0.643482520255945,668.0
332,0.6681491552213814,667.2
333,0.6581364812313497,666.7
334,0.6666918432185062,666.1
335,0.6765905080655578,665.4
336,0.6799001219500967,664.7
337,0.6641868006128999,663.8
338,0.7476146364735079,663.0
339,0.8244060439961167,662.1
340,0.8581840430142487,661.3
341,0.8941683885175402,715.6
342,0.9132371819725413,715.2
343,0.9199606830753702,714.8
344,0.9235145176888615,715.1
345,0.9181500336011552,715.6
346,0.9145208318042934,714.8
347,0.9047049210283167,713.8
348,0.8418220615220097,713.2
349,0.7830567937006683,712.3
