,avg_forest,avg_monkey
350,0.7103525410339401,711.7
351,0.67426623706879,711.1
352,0.6744868274393412,710.7
353,0.655543196280772,709.7
354,0.6326877591694691,709.1
355,0.651360130779904,708.4
356,0.6315148117612847,707.4
357,0.5872483499155507,706.4
358,0.6046108181488873,705.5
359,0.6197663778208186,704.7
360,0.6198558631110056,704.5
361,0.6112325176601641,703.5
362,0.6215797450560735,703.0
363,0.6145102842970995,702.4
364,0.6214302238924161,701.5
